distname,district_id,dist_grad,dist_grad_tot,dist_died,dist_ret_home_ctry,dist_college,dist_home_school,dist_rem_cps,dist_exp_no_ret,dist_enr_priv,dist_enr_non_tx_priv,dist_admin_withdrawn,dist_grad_hs_gone,dist_ged_non_tx,dist_univ_hs_dp,dist_grad_iceo_mil,dist_other_tot,dist_pregnancy,dist_med_inj,dist_crt_ord_no_ged,dist_fed_or_state_jail,dist_other,dist_drop_tot,leaver_count,enrollment_count,school_year
Wharton ISD,241904,143,143,0,2,0,5,0,0,0,10,11,0,0,0,0,28,0,0,0,0,13,13,13.0,327.0,2023-24
Louise ISD,241906,42,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,88.0,2023-24
Shamrock ISD,242902,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,44.0,2023-24
Wheeler ISD,242903,35,35,0,1,0,1,0,0,0,3,0,0,0,0,0,5,-1,-1,-1,-1,-1,1,1.0,76.0,2023-24
Kelton ISD,242905,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,25.0,2023-24
Fort Elliott CISD,242906,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,15.0,2023-24
Burkburnett ISD,243901,214,214,0,6,0,14,0,0,1,55,6,0,0,0,0,82,0,0,0,0,6,6,6.0,516.0,2023-24
Electra ISD,243902,23,23,0,0,0,4,0,0,0,4,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,55.0,2023-24
Iowa Park CISD,243903,122,122,1,3,0,14,0,0,3,17,1,0,0,0,0,39,-1,-1,-1,-1,-1,1,1.0,284.0,2023-24
Wichita Falls ISD,243905,876,876,1,15,0,122,0,0,0,72,0,0,0,0,0,210,0,0,0,1,55,56,56.0,2018.0,2023-24
City View ISD,243906,59,59,0,1,0,3,0,0,0,12,0,0,0,0,0,16,-1,-1,-1,-1,-1,1,1.0,135.0,2023-24
Harrold ISD,244901,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,14.0,2023-24
Vernon ISD,244903,137,137,0,1,0,20,0,0,0,14,0,0,0,0,0,35,-1,-1,-1,-1,-1,4,4.0,313.0,2023-24
Northside ISD,244905,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,2023-24
Lasara ISD,245901,24,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,49.0,2023-24
Lyford CISD,245902,115,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,2.0,234.0,2023-24
Raymondville ISD,245903,117,117,0,0,0,25,0,0,0,7,0,0,0,0,0,32,-1,-1,-1,-1,-1,2,2.0,268.0,2023-24
San Perlita ISD,245904,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,29.0,2023-24
Meridian World School LLC,246801,77,77,0,8,0,0,0,0,2,5,0,0,0,0,0,15,-1,-1,-1,-1,-1,1,1.0,170.0,2023-24
Goodwater Montessori School,246802,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1.0,3.0,2023-24
Florence ISD,246902,96,96,1,2,0,9,0,0,1,4,0,0,0,0,0,17,-1,-1,-1,-1,-1,3,3.0,212.0,2023-24
Georgetown ISD,246904,"1,017","1,017",4,18,0,71,1,0,6,84,0,0,0,0,0,184,0,0,7,1,37,45,45.0,229.0,2023-24
Granger ISD,246905,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,58.0,2023-24
Hutto ISD,246906,616,616,0,13,0,32,0,0,7,36,0,0,0,0,0,88,0,0,1,1,56,58,58.0,1378.0,2023-24
Jarrell ISD,246907,202,202,0,9,0,42,0,0,5,21,0,0,0,0,0,77,-1,-1,-1,-1,-1,2,2.0,483.0,2023-24
Liberty Hill ISD,246908,473,473,1,8,0,44,0,0,7,43,0,0,0,0,0,103,-1,-1,-1,-1,-1,4,4.0,1053.0,2023-24
Round Rock ISD,246909,"3,572","3,572",5,95,0,176,1,0,58,276,3,1,1,0,0,616,0,2,22,2,94,120,120.0,736.0,2023-24
Taylor ISD,246911,272,272,1,5,0,19,0,0,1,21,0,0,0,0,0,47,0,0,0,1,11,12,12.0,603.0,2023-24
Thrall ISD,246912,71,71,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,149.0,2023-24
Leander ISD,246913,"3,219","3,219",4,88,0,195,0,0,74,267,0,0,0,2,0,630,1,0,12,1,55,69,69.0,699.0,2023-24
Coupland ISD,246914,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
Floresville ISD,247901,299,299,0,6,0,15,0,0,12,14,0,0,0,0,0,47,0,0,0,0,31,31,31.0,676.0,2023-24
La Vernia ISD,247903,196,196,1,1,0,23,0,0,6,13,1,0,0,0,0,45,-1,-1,-1,-1,-1,2,2.0,439.0,2023-24
Poth ISD,247904,68,68,0,1,0,4,0,1,2,2,0,0,0,0,0,10,0,0,0,0,0,0,0.0,146.0,2023-24
Stockdale ISD,247906,56,56,0,2,0,12,0,0,0,7,0,0,0,0,0,21,0,0,0,0,0,0,0.0,133.0,2023-24
Kermit ISD,248901,73,73,1,7,0,16,0,0,0,27,0,0,0,0,0,51,-1,-1,-1,-1,-1,1,1.0,198.0,2023-24
Wink-Loving ISD,248902,31,31,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,68.0,2023-24
Alvord ISD,249901,51,51,0,0,0,16,0,0,1,4,0,0,0,0,0,21,0,0,0,0,0,0,0.0,123.0,2023-24
Boyd ISD,249902,83,83,1,1,0,22,0,0,1,5,0,0,0,0,0,30,-1,-1,-1,-1,-1,3,3.0,199.0,2023-24
Bridgeport ISD,249903,146,146,0,4,0,18,0,0,2,11,0,0,0,0,0,35,0,0,0,0,10,10,10.0,337.0,2023-24
Chico ISD,249904,29,29,0,0,0,6,0,0,0,4,0,0,0,0,0,10,-1,-1,-1,-1,-1,3,3.0,71.0,2023-24
Decatur ISD,249905,279,279,1,7,0,10,0,0,9,16,0,0,0,0,0,43,0,0,0,0,17,17,17.0,618.0,2023-24
Paradise ISD,249906,92,92,1,0,0,16,0,0,2,3,0,0,0,0,0,22,-1,-1,-1,-1,-1,2,2.0,208.0,2023-24
Slidell ISD,249908,25,25,1,1,0,5,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0.0,59.0,2023-24
Hawkins ISD,250902,49,49,0,0,0,13,0,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0.0,113.0,2023-24
Mineola ISD,250903,93,93,0,5,0,12,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0.0,209.0,2023-24
Quitman ISD,250904,108,108,0,0,0,8,0,0,0,4,0,0,0,0,0,12,-1,-1,-1,-1,-1,1,1.0,229.0,2023-24
Yantis ISD,250905,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,69.0,2023-24
Alba-Golden ISD,250906,57,57,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0.0,124.0,2023-24
Winnsboro ISD,250907,117,117,1,2,0,27,0,0,1,9,0,0,0,0,0,40,-1,-1,-1,-1,-1,2,2.0,276.0,2023-24
Denver City ISD,251901,110,110,0,4,0,5,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0.0,235.0,2023-24
Plains ISD,251902,30,30,0,1,0,7,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0.0,70.0,2023-24
Graham ISD,252901,138,138,0,1,0,42,0,0,5,7,0,0,0,0,0,55,-1,-1,-1,-1,-1,2,2.0,333.0,2023-24
Newcastle ISD,252902,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,44.0,2023-24
Olney ISD,252903,56,56,0,2,0,8,0,0,0,5,0,0,0,0,0,15,-1,-1,-1,-1,-1,2,2.0,129.0,2023-24
Zapata County ISD,253901,247,247,0,10,0,1,0,0,0,14,0,0,0,0,0,25,0,0,0,0,10,10,10.0,529.0,2023-24
Crystal City ISD,254901,121,121,0,0,0,2,0,1,0,7,0,0,0,0,0,10,0,0,0,0,10,10,10.0,262.0,2023-24
La Pryor ISD,254902,33,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,70.0,2023-24
